No. Orden,N° de serie,Year,Quarter,Month,Day,Categoría,T. respuesta,Business Team,Pago Base CDMX y área metropolitana,Pago Base Interior,menos de 3 días,entre 3 y 6 días,entre 7 y 15 días,entre 16 y 30 días,entre 31 y 59 días,60 días o más,REGION,TR Ciudades principales,TR Otras ciudades,Loc TR,familia matriz global,Ruta,Year.1,Quarter.1,Month.1,Day.1,RESIDENTE/FIJO,time,viabilidad,veces_obj,pagofinal
71710,0AB9779577,2019,Qtr 2,April,24,CORRECTIVO,0,Color Laser Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Departmental Digital,CHIHUAHUA,2019,Qtr 2,April,24,0,83,1.05,0,750.75
71711,0BG2948799,2019,Qtr 2,April,24,CORRECTIVO,2.033333,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,JALISCO,2019,Qtr 2,April,24,0,7,0.8,0.50833325,1258.4
71714,09HB331737,2019,Qtr 2,April,24,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,CIUDAD DE MEXICO,2019,Qtr 2,April,25,NA,75,0,0,0
71716,0BG2940928,2019,Qtr 2,April,24,CORRECTIVO,3.933333,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,JALISCO,2019,Qtr 2,April,26,0,2,0.2,0.98333325,314.6
71717,09HB331817,2019,Qtr 2,April,24,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,CIUDAD DE MEXICO,2019,Qtr 2,April,24,NA,44,0,0,0
71718,0Y4X848718,2019,Qtr 2,April,24,MANTENIMIENTO PREVENTIVO,0,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,METRO,5,9,Ciudad principal,Light Production Digital Business,CIUDAD DE MEXICO,2019,Qtr 2,April,26,1,55,0,0,0
71719,09HB331605,2019,Qtr 2,April,24,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,METRO,5,9,Ciudad principal,A4 Mono MFPs,CIUDAD DE MEXICO,2019,Qtr 2,April,29,1,75,0,0,0
71720,09HB331352,2019,Qtr 2,April,24,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,ESTADO DE MEXICO,2019,Qtr 2,April,24,NA,9,0,0,0
71721,09HB331355,2019,Qtr 2,April,24,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,METRO,5,9,Ciudad principal,A4 Mono MFPs,ESTADO DE MEXICO,2019,Qtr 2,April,24,1,7,0,0,0
71722,09HB332041,2019,Qtr 2,April,24,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,GUANAJUATO,2019,Qtr 2,April,25,NA,42,0,0,0
71723,09HB332007,2019,Qtr 2,April,24,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,GUANAJUATO,2019,Qtr 2,April,25,NA,75,0,0,0
71726,09HB332012,2019,Qtr 2,April,24,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,GUANAJUATO,2019,Qtr 2,April,25,NA,64,0,0,0
71727,09HB332010,2019,Qtr 2,April,24,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,QUERETARO,2019,Qtr 2,April,24,NA,35,0,0,0
71728,0XLT270103,2019,Qtr 2,April,24,CORRECTIVO,0.3833333,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Otras,Entry Mono Printers,COAHUILA,2019,Qtr 2,April,24,1,208,0,0,0
71734,0WXP008416,2019,Qtr 2,April,24,CORRECTIVO,3.233333,Xerox Color Press,1116,2145,0.6,0.8,1.05,1.1,1.15,1.2,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,NUEVO LEON,2019,Qtr 2,April,26,0,11,1.05,0.80833325,2252.25
71736,0B2R091016,2019,Qtr 2,April,24,CORRECTIVO,3.7,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,NUEVO LEON,2019,Qtr 2,April,24,0,21,1.05,0.925,1651.65
71749,0EX9286123,2019,Qtr 2,April,24,CORRECTIVO,1.25,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,DURANGO,2019,Qtr 2,April,24,0,21,0.8,0.25,1092
71750,0X76708202,2019,Qtr 2,April,24,CORRECTIVO,0.1833333,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,DURANGO,2019,Qtr 2,April,24,0,29,0.8,0.03666666,1092
71764,0EX9283118,2019,Qtr 2,April,24,CORRECTIVO,4.516667,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,MICHOACAN,2019,Qtr 2,April,24,0,49,1.05,0.9033334,1433.25
71766,0A1H020591,2019,Qtr 2,April,24,CORRECTIVO,1.75,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,MICHOACAN,2019,Qtr 2,April,24,0,6,0.6,0.4375,943.8
71769,0X76703902,2019,Qtr 2,April,24,CORRECTIVO,3.633333,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Otras,Departmental Digital,NUEVO LEON,2019,Qtr 2,April,24,0,203,1.1,0.403703666666667,1501.5
71774,03AG879962,2019,Qtr 2,April,24,CORRECTIVO,0.3833333,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,CHIHUAHUA,2019,Qtr 2,April,24,0,16,0.8,0.07666666,1092
71783,09HB915866,2019,Qtr 2,April,24,CORRECTIVO,0.4666667,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,GUANAJUATO,2019,Qtr 2,April,24,0,41,0.8,0.09333334,572
71785,0BG2940370,2019,Qtr 2,April,24,MANTENIMIENTO PREVENTIVO,0,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,CHIHUAHUA,2019,Qtr 2,April,24,0,16,0,0,1573
71796,03AG876220,2019,Qtr 2,April,24,CORRECTIVO,1.683333,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,METRO,5,9,Ciudad principal,Light Production Digital Business,CHIHUAHUA,2019,Qtr 2,April,24,0,41,1.05,0.3366666,687.75
71803,0EX9297582,2019,Qtr 2,April,24,CORRECTIVO,0.9833333,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Otras,Departmental Digital,COAHUILA,2019,Qtr 2,April,25,0,8,0.6,0.109259255555556,819
71808,0C4X008636,2019,Qtr 2,April,24,CORRECTIVO,0.8,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,QUERETARO,2019,Qtr 2,April,24,0,92,1.05,0.16,750.75
71810,0X76707825,2019,Qtr 2,April,24,CORRECTIVO,3.45,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,DURANGO,2019,Qtr 2,April,26,0,47,1.05,0.69,1433.25
71811,0BG2947161,2019,Qtr 2,April,24,CORRECTIVO,1.083333,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,NUEVO LEON,2019,Qtr 2,April,25,0,13,0.8,0.27083325,1258.4
71814,0VGW686533,2019,Qtr 2,April,24,CORRECTIVO,1.383333,A3 Professional Color Laser MFPs,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Entry Production Color Low/Mid,CHIHUAHUA,2019,Qtr 2,April,29,0,9,0.6,0.2766666,819
71815,0BG2951481,2019,Qtr 2,April,24,CORRECTIVO,1.633333,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,TAMAULIPAS,2019,Qtr 2,April,29,0,35,1.1,0.40833325,1730.3
71817,0C7X246854,2019,Qtr 2,April,24,CORRECTIVO,0.2333333,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,GUANAJUATO,2019,Qtr 2,April,24,0,274,1.05,0.04666666,750.75
71829,09HB325846,2019,Qtr 2,April,24,CORRECTIVO,3.333333,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Otras,A4 Mono MFPs,TAMAULIPAS,2019,Qtr 2,April,25,0,362,1.05,0.370370333333333,750.75
71831,0BG1001037,2019,Qtr 2,April,24,CORRECTIVO,1.716667,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,TAMAULIPAS,2019,Qtr 2,April,26,0,47,1.1,0.42916675,1730.3
71834,0XLT861338,2019,Qtr 2,April,24,MANTENIMIENTO PREVENTIVO,0.1166667,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Entry Mono Printers,CHIHUAHUA,2019,Qtr 2,April,25,0,146,0,0,715
71841,0A2T024863,2019,Qtr 2,April,24,CORRECTIVO,1.516667,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,ESTADO DE MEXICO,2019,Qtr 2,April,25,NA,0,0,0,0
71847,0Y4X846817,2019,Qtr 2,April,24,MANTENIMIENTO PREVENTIVO,0,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,JALISCO,2019,Qtr 2,April,24,1,0,0,0,0
71851,0X76704334,2019,Qtr 2,April,24,CORRECTIVO,0.25,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,CHIHUAHUA,2019,Qtr 2,April,25,0,86,1.1,0.05,1501.5
71857,09HB331845,2019,Qtr 2,April,24,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,24,NA,42,0,0,0
71858,09HB331974,2019,Qtr 2,April,24,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,24,1,21,0,0,0
71859,09HB331956,2019,Qtr 2,April,24,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,24,1,1,0,0,0
71860,09HB332026,2019,Qtr 2,April,24,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,24,1,49,0,0,0
71861,0PW4152292,2019,Qtr 2,April,25,MANTENIMIENTO PREVENTIVO,0,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,JALISCO,2019,Qtr 2,April,25,0,15,0,0,1573
71862,0EX9293168,2019,Qtr 2,April,25,MANTENIMIENTO PREVENTIVO,0,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,GUANAJUATO,2019,Qtr 2,April,25,0,10,0,0,1365
71863,0LX7657929,2019,Qtr 2,April,25,MANTENIMIENTO PREVENTIVO,0,A3 Office Color Laser MFPs,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,A3 Office Color Laser MFPs,CHIHUAHUA,2019,Qtr 2,April,25,0,238,0,0,1365
71865,09HB331430,2019,Qtr 2,April,25,CORRECTIVO,0.35,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,25,NA,20,0,0,0
71867,0PW4792159,2019,Qtr 2,April,25,CORRECTIVO,1,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,JALISCO,2019,Qtr 2,April,28,0,30,1.05,0.25,1651.65
71874,0A1H022379,2019,Qtr 2,April,25,CORRECTIVO,1.416667,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,CHIHUAHUA,2019,Qtr 2,April,25,0,182,1.15,0.35416675,1808.95
71875,0BG2951623,2019,Qtr 2,April,25,MANTENIMIENTO PREVENTIVO,0,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,TAMAULIPAS,2019,Qtr 2,April,25,0,8,0,0,1573
71879,0BG2949291,2019,Qtr 2,April,25,CORRECTIVO,1.483333,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,GUANAJUATO,2019,Qtr 2,April,25,0,16,1.05,0.37083325,1651.65
71886,0EX7382605,2019,Qtr 2,April,25,MANTENIMIENTO PREVENTIVO,0,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,CHIHUAHUA,2019,Qtr 2,April,25,0,16,0,0,1365
71910,0EX9287045,2019,Qtr 2,April,25,CORRECTIVO,0.6833333,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,QUERETARO,2019,Qtr 2,April,25,0,35,1.05,0.13666666,1433.25
71911,03AG879434,2019,Qtr 2,April,25,CORRECTIVO,1.416667,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,QUERETARO,2019,Qtr 2,April,25,0,31,1.05,0.2833334,1433.25
71912,0A1H022532,2019,Qtr 2,April,25,MANTENIMIENTO PREVENTIVO,0,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,JALISCO,2019,Qtr 2,April,25,0,246,0,0,1573
71920,0Y2B003348,2019,Qtr 2,April,25,CORRECTIVO,1.5,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,CHIHUAHUA,2019,Qtr 2,April,25,0,42,1.05,0.3,1433.25
71922,0XLT861011,2019,Qtr 2,April,25,MANTENIMIENTO PREVENTIVO,0,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Entry Mono Printers,CHIHUAHUA,2019,Qtr 2,April,25,0,356,0,0,715
71924,0BG2956972,2019,Qtr 2,April,25,CORRECTIVO,1.116667,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,GUANAJUATO,2019,Qtr 2,April,25,0,59,1.1,0.27916675,1730.3
71932,0VMA558281,2019,Qtr 2,April,25,CORRECTIVO,0.5833333,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Otras,A4 Mono MFPs,COAHUILA,2019,Qtr 2,April,25,1,71,0,0,0
71934,0A2T199725,2019,Qtr 2,April,25,CORRECTIVO,1.983333,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,26,0,329,1.05,0.3966666,750.75
71937,0X76703031,2019,Qtr 2,April,25,CORRECTIVO,0.75,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,JALISCO,2019,Qtr 2,April,25,0,0,1.1,0.15,1501.5
71940,09HB331482,2019,Qtr 2,April,25,CORRECTIVO,1.9,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Otras,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,25,1,52,0,0,0
71949,0Y4X849031,2019,Qtr 2,April,25,MANTENIMIENTO PREVENTIVO,0,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,25,1,2,0,0,0
71955,0D6X452141,2019,Qtr 2,April,25,CORRECTIVO,0.8333333,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Entry Mono Printers,CHIHUAHUA,2019,Qtr 2,April,26,0,1,0,0.16666666,0
71957,0Y4X846817,2019,Qtr 2,April,25,MANTENIMIENTO PREVENTIVO,0,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,JALISCO,2019,Qtr 2,April,25,1,1,0,0,0
71965,09HB330686,2019,Qtr 2,April,25,CORRECTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,CHIHUAHUA,2019,Qtr 2,April,26,0,0,1.05,0,750.75
71970,0BG2946876,2019,Qtr 2,April,25,CORRECTIVO,0.6166667,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,GUANAJUATO,2019,Qtr 2,April,29,0,1,0.2,0.154166675,314.6
71979,0X76372785,2019,Qtr 2,April,25,CORRECTIVO,2.033333,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,TAMAULIPAS,2019,Qtr 2,April,25,0,37,1.05,0.4066666,1433.25
71984,0XPN399178,2019,Qtr 2,April,25,CORRECTIVO,0.9333333,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,GUANAJUATO,2019,Qtr 2,April,25,0,59,1.1,0.233333325,1730.3
71986,0D6X469471,2019,Qtr 2,April,25,CORRECTIVO,0,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Entry Mono Printers,CHIHUAHUA,2019,Qtr 2,April,25,0,336,1.05,0,750.75
71990,06TB445692,2019,Qtr 2,April,25,MANTENIMIENTO PREVENTIVO,0,A3 Office Color Laser MFPs,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,A3 Office Color Laser MFPs,JALISCO,2019,Qtr 2,April,25,1,14,0,0,0
71991,02TX060580,2019,Qtr 2,April,25,CONFIGURACION,0,A3 Office Color Laser MFPs,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,A3 Office Color Laser MFPs,JALISCO,2019,Qtr 2,April,25,0,0,1.1,0,1501.5
72000,0T4B003700,2019,Qtr 2,April,25,CORRECTIVO,1.083333,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Color Solid Ink Printers,JALISCO,2019,Qtr 2,April,30,NA,0,0,0,0
72002,0X76706451,2019,Qtr 2,April,25,CORRECTIVO,0.5666667,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Departmental Digital,CHIHUAHUA,2019,Qtr 2,April,25,NA,0,0,0,0
72008,0MHB903219,2019,Qtr 2,April,25,CORRECTIVO,1.716667,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,QUERETARO,2019,Qtr 2,April,26,0,105,1.05,0.3433334,750.75
72009,03BT802359,2019,Qtr 2,April,25,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,25,0,28,0,0,715
72010,0MX4777366,2019,Qtr 2,April,25,CORRECTIVO,0.75,A3 Office Color Laser MFPs,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,A3 Office Color Laser MFPs,CHIHUAHUA,2019,Qtr 2,April,25,0,181,1.1,0.15,1501.5
72020,0BG0974969,2019,Qtr 2,April,25,MANTENIMIENTO PREVENTIVO,0,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,JALISCO,2019,Qtr 2,April,25,1,3,0,0,0
72022,03AG880377,2019,Qtr 2,April,25,CORRECTIVO,0.06666667,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,GUANAJUATO,2019,Qtr 2,April,25,0,21,0.8,0.013333334,1092
72023,0EX9293159,2019,Qtr 2,April,25,CORRECTIVO,0.4666667,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,GUANAJUATO,2019,Qtr 2,April,26,0,10,0.6,0.09333334,819
72024,0E2B664332,2019,Qtr 2,April,25,CORRECTIVO,0.4333333,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,GUANAJUATO,2019,Qtr 2,April,26,0,43,1.1,0.108333325,1730.3
72025,0A2T382394,2019,Qtr 2,April,25,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,CHIHUAHUA,2019,Qtr 2,April,26,0,14,0,0,715
72026,0A1H022151,2019,Qtr 2,April,25,CORRECTIVO,0.2666667,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,GUANAJUATO,2019,Qtr 2,April,26,0,64,1.15,0.066666675,1808.95
72027,0DUX271706,2019,Qtr 2,April,25,CORRECTIVO,0.2833333,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,QUERETARO,2019,Qtr 2,April,30,0,31,1.1,0.070833325,1730.3
72028,0XPN398415,2019,Qtr 2,April,25,CORRECTIVO,0.55,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,JALISCO,2019,Qtr 2,April,30,0,56,1.1,0.1375,1730.3
72029,09HB321576,2019,Qtr 2,April,25,CORRECTIVO,0.5666667,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,NUEVO LEON,2019,Qtr 2,April,26,0,94,1.05,0.11333334,750.75
72030,0A4T021931,2019,Qtr 2,April,25,CORRECTIVO,0.25,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,CHIHUAHUA,2019,Qtr 2,April,30,0,84,1.05,0.05,750.75
72032,09HB331392,2019,Qtr 2,April,25,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,25,NA,14,0,0,0
72033,0Y4X848749,2019,Qtr 2,April,25,MANTENIMIENTO PREVENTIVO,0,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,JALISCO,2019,Qtr 2,April,25,1,49,0,0,0
72034,0XEL566484,2019,Qtr 2,April,25,MANTENIMIENTO PREVENTIVO,0,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,JALISCO,2019,Qtr 2,April,26,0,34,0,0,1365
72035,0XFN183642,2019,Qtr 2,April,25,MANTENIMIENTO PREVENTIVO,0,Color Solid Ink Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Color Solid Ink Printers,CHIHUAHUA,2019,Qtr 2,April,26,0,36,0,0,715
72040,0BG2939611,2019,Qtr 2,April,26,MANTENIMIENTO PREVENTIVO,0,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,TAMAULIPAS,2019,Qtr 2,April,26,0,3,0,0,1573
72042,0C4X011100,2019,Qtr 2,April,26,CORRECTIVO,3.266667,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,QUERETARO,2019,Qtr 2,April,26,0,105,1.05,0.6533334,750.75
72045,0BG2948799,2019,Qtr 2,April,26,CORRECTIVO,2.95,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,JALISCO,2019,Qtr 2,April,26,0,2,0.2,0.7375,314.6
72048,0LX7658041,2019,Qtr 2,April,26,MANTENIMIENTO PREVENTIVO,0,A3 Office Color Laser MFPs,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,A3 Office Color Laser MFPs,CHIHUAHUA,2019,Qtr 2,April,26,0,71,0,0,1365
72063,09HB915866,2019,Qtr 2,April,26,CORRECTIVO,0.2833333,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,GUANAJUATO,2019,Qtr 2,April,26,0,2,0,0.05666666,0
72064,09HB321623,2019,Qtr 2,April,26,CORRECTIVO,0.7666667,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,NUEVO LEON,2019,Qtr 2,April,26,0,84,1.05,0.15333334,750.75
72069,0BG2951498,2019,Qtr 2,April,26,CORRECTIVO,0.1833333,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,DURANGO,2019,Qtr 2,April,26,0,3,0.6,0.045833325,943.8
72078,0KPA018636,2019,Qtr 2,April,26,MANTENIMIENTO PREVENTIVO,0,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Departmental Digital,CHIHUAHUA,2019,Qtr 2,April,26,0,21,0,0,715
